Zone,Zone_Name,County,Latitude,Longitude
IL065,Fayette,Fayette,39.0002,-89.0242
IL066,Effingham,Effingham,39.0597,-88.5899
IL067,Jasper,Jasper,39.01,-88.1538
IL068,Crawford,Crawford,39.0028,-87.7595
IL069,Clinton,Clinton,38.6065,-89.4224
IL070,Marion,Marion,38.6496,-88.919
IL071,Clay,Clay,38.7542,-88.4902
IL072,Richland,Richland,38.7124,-88.085
IL073,Lawrence,Lawrence,38.72,-87.7266
IL074,Washington,Washington,38.3522,-89.4105
IL075,Jefferson,Jefferson,38.3006,-88.924
IL076,Wayne,Wayne,38.4295,-88.4256
IL077,Edwards,Edwards,38.4165,-88.0532
IL078,Wabash,Wabash,38.4461,-87.8443
IL079,Randolph,Randolph,38.0521,-89.8253
IL080,Perry,Perry,38.0838,-89.3671
IL081,Franklin,Franklin,37.9923,-88.9242
IL082,Hamilton,Hamilton,38.0816,-88.5392
IL083,White,White,38.0875,-88.1795
IL084,Jackson,Jackson,37.7852,-89.3821
IL085,Williamson,Williamson,37.7303,-88.9299
IL086,Saline,Saline,37.7533,-88.5408
IL087,Gallatin,Gallatin,37.7628,-88.2305
IL088,Union,Union,37.4712,-89.2551
IL089,Johnson,Johnson,37.4596,-88.8809
IL090,Pope,Pope,37.4126,-88.5615
IL091,Hardin,Hardin,37.5182,-88.2669
IL092,Alexander,Alexander,37.1915,-89.3376
IL093,Pulaski,Pulaski,37.2228,-89.1267
IL094,Massac,Massac,37.219,-88.7078
IL095,Adams,Adams,39.9878,-91.1886
IL096,Brown,Brown,39.9618,-90.7504
IL097,Pike,Pike,39.6225,-90.8863
IL098,Calhoun,Calhoun,39.1692,-90.6675
IL099,Jersey,Jersey,39.0856,-90.3566
IL100,Madison,Madison,38.8299,-89.9051
IL101,St. Clair,St. Clair,38.4703,-89.9284
IL102,Monroe,Monroe,38.2785,-90.1774
IN001,Lake,Lake,41.4156,-87.3817
IN002,Porter,Porter,41.4605,-87.0671
IN003,La Porte,La Porte,41.546,-86.7399
IN004,St. Joseph,St. Joseph,41.6167,-86.2898
IN005,Elkhart,Elkhart,41.5974,-85.8587
IN006,Lagrange,Lagrange,41.6427,-85.4265
IN007,Steuben,Steuben,41.6439,-85.0008
IN008,Noble,Noble,41.3986,-85.4174
IN009,De Kalb,De Kalb,41.3976,-84.9991
IN010,Newton,Newton,40.9559,-87.3975
IN011,Jasper,Jasper,41.023,-87.1162
IN012,Starke,Starke,41.281,-86.6478
IN013,Pulaski,Pulaski,41.0419,-86.6989
IN014,Marshall,Marshall,41.325,-86.2618
IN015,Fulton,Fulton,41.047,-86.2636
IN016,Kosciusko,Kosciusko,41.2441,-85.8607
IN017,Whitley,Whitley,41.1394,-85.5052
IN018,Allen,Allen,41.0908,-85.0665
IN019,Benton,Benton,40.6063,-87.3109
IN020,White,White,40.7499,-86.8654
IN021,Carroll,Carroll,40.5828,-86.5635
IN022,Cass,Cass,40.7615,-86.346
IN023,Miami,Miami,40.7695,-86.0451
IN024,Wabash,Wabash,40.8457,-85.794
IN025,Huntington,Huntington,40.8292,-85.4881
IN026,Wells,Wells,40.7291,-85.2212
IN027,Adams,Adams,40.7455,-84.9366
IN028,Warren,Warren,40.3469,-87.3533
IN029,Tippecanoe,Tippecanoe,40.3886,-86.8941
IN030,Clinton,Clinton,40.3017,-86.4752
IN031,Howard,Howard,40.4836,-86.1169
IN032,Grant,Grant,40.5158,-85.6548
IN033,Blackford,Blackford,40.4735,-85.3248
IN034,Jay,Jay,40.438,-85.0057
IN035,Fountain,Fountain,40.1209,-87.2419
IN036,Montgomery,Montgomery,40.0404,-86.8933
IN037,Boone,Boone,40.0508,-86.4687
IN038,Tipton,Tipton,40.3114,-86.0519
IN039,Hamilton,Hamilton,40.0725,-86.052
IN040,Madison,Madison,40.1616,-85.7194
IN041,Delaware,Delaware,40.2276,-85.3969
IN042,Randolph,Randolph,40.1576,-85.0114
IN043,Vermillion,Vermillion,39.8538,-87.464
IN044,Parke,Parke,39.7736,-87.2063
IN045,Putnam,Putnam,39.6663,-86.845
IN046,Hendricks,Hendricks,39.7695,-86.51
IN047,Marion,Marion,39.7816,-86.1384
IN048,Hancock,Hancock,39.8235,-85.7732
IN049,Henry,Henry,39.9311,-85.3965
IN050,Wayne,Wayne,39.8644,-85.0099
IN051,Vigo,Vigo,39.4306,-87.39
IN052,Clay,Clay,39.3928,-87.1158
IN053,Owen,Owen,39.3129,-86.8376
IN054,Morgan,Morgan,39.4815,-86.4462
IN055,Johnson,Johnson,39.4899,-86.1017
IN056,Shelby,Shelby,39.5236,-85.7918
IN057,Rush,Rush,39.6199,-85.4657
IN058,Fayette,Fayette,39.6401,-85.1787
IN059,Union,Union,39.6255,-84.9251
IN060,Sullivan,Sullivan,39.0888,-87.4146
IN061,Greene,Greene,39.0363,-86.962
IN062,Monroe,Monroe,39.1609,-86.5231
IN063,Brown,Brown,39.1962,-86.2274
IN064,Bartholomew,Bartholomew,39.2059,-85.8977
IN065,Decatur,Decatur,39.3069,-85.5013
IN066,Franklin,Franklin,39.4148,-85.0603
IN067,Knox,Knox,38.6891,-87.418
IN068,Daviess,Daviess,38.7024,-87.0721
IN069,Martin,Martin,38.708,-86.8031
IN070,Lawrence,Lawrence,38.8412,-86.4834
IN071,Jackson,Jackson,38.9064,-86.0376
IN072,Jennings,Jennings,38.9969,-85.6281
IN073,Ripley,Ripley,39.1034,-85.2624
IN074,Dearborn,Dearborn,39.1453,-84.9733
IN075,Ohio,Ohio,38.9501,-84.965
IN076,Orange,Orange,38.5418,-86.4951
IN077,Washington,Washington,38.6,-86.1053
IN078,Scott,Scott,38.6851,-85.7474
IN079,Jefferson,Jefferson,38.7858,-85.4385
IN080,Switzerland,Switzerland,38.8262,-85.037
IN081,Gibson,Gibson,38.3118,-87.5846
IN082,Pike,Pike,38.3988,-87.2322
IN083,Dubois,Dubois,38.3643,-86.8798
IN084,Crawford,Crawford,38.2923,-86.4517
IN085,Posey,Posey,38.0218,-87.8684
IN086,Vanderburgh,Vanderburgh,38.0254,-87.5857
IN087,Warrick,Warrick,38.0922,-87.2721
IN088,Spencer,Spencer,38.0142,-87.0077
IN089,Perry,Perry,38.0797,-86.638
IN090,Harrison,Harrison,38.1952,-86.1113
IN091,Floyd,Floyd,38.3194,-85.9068
IN092,Clark,Clark,38.4773,-85.7073
KS001,Cheyenne,Cheyenne,39.7858,-101.7312
KS002,Rawlins,Rawlins,39.7852,-101.0758
KS003,Decatur,Decatur,39.7847,-100.4599
KS004,Norton,Norton,39.7844,-99.9034
KS005,Phillips,Phillips,39.7845,-99.3469
KS006,Smith,Smith,39.7851,-98.7855
KS007,Jewell,Jewell,39.7847,-98.2184
KS008,Republic,Republic,39.8278,-97.6506
KS009,Washington,Washington,39.7842,-97.0874
KS010,Marshall,Marshall,39.7836,-96.5229
KS011,Nemaha,Nemaha,39.7835,-96.0141
KS012,Brown,Brown,39.8266,-95.5642
KS013,Sherman,Sherman,39.3514,-101.72
KS014,Thomas,Thomas,39.3509,-101.0555
KS015,Sheridan,Sheridan,39.3503,-100.4418
KS016,Graham,Graham,39.3497,-99.8833
KS017,Rooks,Rooks,39.3501,-99.3251
KS018,Osborne,Osborne,39.3503,-98.7679
KS019,Mitchell,Mitchell,39.3933,-98.2095
KS020,Cloud,Cloud,39.4804,-97.6495
KS021,Clay,Clay,39.3497,-97.1651
KS022,Riley,Riley,39.2965,-96.7352
KS023,Pottawatomie,Pottawatomie,39.379,-96.3425
KS024,Jackson,Jackson,39.417,-95.7937
KS025,Atchison,Atchison,39.532,-95.3129
KS026,Jefferson,Jefferson,39.2358,-95.3834
KS027,Wallace,Wallace,38.9166,-101.7636
KS028,Logan,Logan,38.9173,-101.1485
KS029,Gove,Gove,38.9161,-100.4829
KS030,Trego,Trego,38.9143,-99.8729
KS031,Ellis,Ellis,38.9148,-99.3173
KS032,Russell,Russell,38.9149,-98.7623
KS033,Lincoln,Lincoln,39.0454,-98.2078
KS034,Ottawa,Ottawa,39.1326,-97.6503
KS035,Dickinson,Dickinson,38.8664,-97.1527
KS036,Geary,Geary,39.0024,-96.7526
KS037,Morris,Morris,38.6875,-96.6499
KS038,Wabaunsee,Wabaunsee,38.9533,-96.205
KS039,Shawnee,Shawnee,39.0415,-95.7564
KS040,Douglas,Douglas,38.8845,-95.2924
KS041,Greeley,Greeley,38.4805,-101.806
KS042,Wichita,Wichita,38.4821,-101.3474
KS043,Scott,Scott,38.4822,-100.9069
KS044,Lane,Lane,38.4814,-100.4664
KS045,Ness,Ness,38.4795,-99.9162
KS046,Rush,Rush,38.5233,-99.3092
KS047,Barton,Barton,38.479,-98.7565
KS048,Ellsworth,Ellsworth,38.6966,-98.2048
KS049,Saline,Saline,38.7839,-97.6501
KS050,Rice,Rice,38.3471,-98.2011
KS051,McPherson,McPherson,38.3916,-97.648
KS052,Marion,Marion,38.3588,-97.0969
KS053,Chase,Chase,38.302,-96.594
KS054,Lyon,Lyon,38.4563,-96.1527
KS055,Osage,Osage,38.6524,-95.7269
KS056,Franklin,Franklin,38.5646,-95.2859
KS057,Miami,Miami,38.5636,-94.8381
KS058,Coffey,Coffey,38.237,-95.7342
KS059,Anderson,Anderson,38.2143,-95.2933
KS060,Linn,Linn,38.2123,-94.8429
KS061,Hamilton,Hamilton,37.9991,-101.7913
KS062,Kearny,Kearny,38.0002,-101.3199
KS063,Finney,Finney,38.0444,-100.7369
KS064,Hodgeman,Hodgeman,38.0875,-99.8979
KS065,Pawnee,Pawnee,38.1814,-99.2368
KS066,Stafford,Stafford,38.0311,-98.7175
KS067,Reno,Reno,37.9529,-98.0861
KS068,Harvey,Harvey,38.0432,-97.4274
KS069,Butler,Butler,37.7812,-96.8391
KS070,Greenwood,Greenwood,37.8778,-96.2327
KS071,Woodson,Woodson,37.8867,-95.7402
KS072,Allen,Allen,37.8858,-95.3014
KS073,Bourbon,Bourbon,37.8552,-94.8493
KS074,Stanton,Stanton,37.563,-101.7842
KS075,Grant,Grant,37.5622,-101.308
KS076,Haskell,Haskell,37.5623,-100.8712
KS077,Gray,Gray,37.7382,-100.4378
KS078,Ford,Ford,37.6917,-99.8879
KS079,Edwards,Edwards,37.8876,-99.312
KS080,Kiowa,Kiowa,37.5582,-99.286
KS081,Pratt,Pratt,37.6478,-98.7396
KS082,Kingman,Kingman,37.5589,-98.1364
KS083,Sedgwick,Sedgwick,37.6848,-97.4611
KS084,Morton,Morton,37.1914,-101.7993
KS085,Stevens,Stevens,37.1924,-101.3121
KS086,Seward,Seward,37.1933,-100.8513
KS087,Meade,Meade,37.2382,-100.3662
KS088,Clark,Clark,37.2355,-99.8203
KS089,Comanche,Comanche,37.1913,-99.2719
KS090,Barber,Barber,37.2289,-98.6848
KS091,Harper,Harper,37.1916,-98.0755
KS092,Sumner,Sumner,37.2373,-97.4765
KS093,Cowley,Cowley,37.2377,-96.8375
KS094,Elk,Elk,37.4537,-96.2441
KS095,Wilson,Wilson,37.5593,-95.7434
KS096,Neosho,Neosho,37.5586,-95.3068
KS097,Crawford,Crawford,37.5073,-94.8518
KS098,Chautauqua,Chautauqua,37.1501,-96.2453
KS099,Montgomery,Montgomery,37.1925,-95.7429
KS100,Labette,Labette,37.1913,-95.2976
KS101,Cherokee,Cherokee,37.1693,-94.8462
KS102,Doniphan,Doniphan,39.7885,-95.147
KS103,Leavenworth,Leavenworth,39.1993,-95.0379
KS104,Wyandotte,Wyandotte,39.1145,-94.7646
KS105,Johnson,Johnson,38.8838,-94.8223
KY001,Fulton,Fulton,36.5541,-89.1873
KY002,Hickman,Hickman,36.6781,-88.9761
KY003,Carlisle,Carlisle,36.8532,-88.9709
KY004,Ballard,Ballard,37.0584,-88.9992
KY005,McCracken,McCracken,37.0539,-88.7127
KY006,Graves,Graves,36.723,-88.6512
KY007,Livingston,Livingston,37.2097,-88.3536
KY008,Marshall,Marshall,36.8834,-88.3293
KY009,Calloway,Calloway,36.6211,-88.2723
KY010,Crittenden,Crittenden,37.3527,-88.0972
KY011,Lyon,Lyon,37.0191,-88.0832
KY012,Trigg,Trigg,36.8064,-87.8734
KY013,Caldwell,Caldwell,37.1453,-87.8679
KY014,Union,Union,37.6584,-87.9453
KY015,Webster,Webster,37.5183,-87.6832
KY016,Hopkins,Hopkins,37.3088,-87.5409
KY017,Christian,Christian,36.8941,-87.4904
KY018,Henderson,Henderson,37.7961,-87.5729
KY019,Daviess,Daviess,37.7318,-87.0873
KY020,McLean,McLean,37.5291,-87.2636
KY021,Muhlenberg,Muhlenberg,37.2157,-87.1421
KY022,Todd,Todd,36.8356,-87.1791
KY023,Hancock,Hancock,37.8415,-86.778
KY024,Breckinridge,Breckinridge,37.7732,-86.4293
KY025,Meade,Meade,37.9695,-86.2169
KY026,Ohio,Ohio,37.4783,-86.849
KY027,Grayson,Grayson,37.4608,-86.3439
KY028,Hardin,Hardin,37.6979,-85.9635
KY029,Bullitt,Bullitt,37.97,-85.6959
KY030,Jefferson,Jefferson,38.1872,-85.6595
KY031,Oldham,Oldham,38.3995,-85.4485
KY032,Trimble,Trimble,38.613,-85.3374
KY033,Henry,Henry,38.4484,-85.1189
KY034,Shelby,Shelby,38.2155,-85.1948
KY035,Franklin,Franklin,38.2391,-84.877
KY036,Scott,Scott,38.2915,-84.5839
KY037,Harrison,Harrison,38.4418,-84.3315
KY038,Spencer,Spencer,38.0325,-85.3279
KY039,Anderson,Anderson,38.004,-84.9909
KY040,Woodford,Woodford,38.0423,-84.7435
KY041,Fayette,Fayette,38.0423,-84.4588
KY042,Bourbon,Bourbon,38.2068,-84.2171
KY043,Nicholas,Nicholas,38.3356,-84.0153
KY044,Fleming,Fleming,38.3701,-83.6967
KY045,Nelson,Nelson,37.8051,-85.4662
KY046,Washington,Washington,37.7534,-85.1747
KY047,Mercer,Mercer,37.8111,-84.8744
KY048,Jessamine,Jessamine,37.872,-84.5809
KY049,Clark,Clark,37.9709,-84.1475
KY050,Montgomery,Montgomery,38.0336,-83.9132
KY051,Bath,Bath,38.1449,-83.7428
KY052,Rowan,Rowan,38.1963,-83.4211
KY053,Larue,Larue,37.5457,-85.698
KY054,Marion,Marion,37.5525,-85.2696
KY055,Boyle,Boyle,37.6244,-84.8667
KY056,Garrard,Garrard,37.6396,-84.5376
KY057,Madison,Madison,37.7202,-84.278
KY058,Estill,Estill,37.6924,-83.9643
KY059,Powell,Powell,37.8312,-83.8239
KY060,Menifee,Menifee,37.9414,-83.5989
KY061,Butler,Butler,37.2074,-86.6816
KY062,Edmonson,Edmonson,37.2087,-86.2385
KY063,Hart,Hart,37.2999,-85.8847
KY064,Green,Green,37.2639,-85.5531
KY065,Taylor,Taylor,37.3664,-85.3279
KY066,Casey,Casey,37.3223,-84.9283
KY067,Lincoln,Lincoln,37.4552,-84.6607
KY068,Rockcastle,Rockcastle,37.3652,-84.316
KY069,Jackson,Jackson,37.4198,-84.0058
KY070,Logan,Logan,36.8597,-86.8788
KY071,Warren,Warren,36.9936,-86.4239
KY072,Simpson,Simpson,36.7419,-86.5823
KY073,Allen,Allen,36.7513,-86.1904
KY074,Barren,Barren,36.9656,-85.9336
KY075,Monroe,Monroe,36.7122,-85.7164
KY076,Metcalf,Metcalfe,36.9905,-85.6291
KY077,Adair,Adair,37.1041,-85.2806
KY078,Russell,Russell,36.9911,-85.0586
KY079,Pulaski,Pulaski,37.1039,-84.5771
KY080,Laurel,Laurel,37.1107,-84.1178
KY081,Cumberland,Cumberland,36.7866,-85.3884
KY082,Clinton,Clinton,36.7275,-85.1361
KY083,Wayne,Wayne,36.8013,-84.8285
KY084,McCreary,McCreary,36.7371,-84.4841
KY085,Whitley,Whitley,36.7582,-84.1452
KY086,Knox,Knox,36.8907,-83.8539
KY087,Bell,Bell,36.7307,-83.674
KY088,Harlan,Harlan,36.857,-83.2179
KY089,Carroll,Carroll,38.6679,-85.1235
KY090,Gallatin,Gallatin,38.7569,-84.8592
KY091,Boone,Boone,38.97,-84.7279
KY092,Kenton,Kenton,38.9333,-84.5331
KY093,Campbell,Campbell,38.9465,-84.3793
KY094,Owen,Owen,38.5197,-84.828
KY095,Grant,Grant,38.6488,-84.6245
KY096,Pendleton,Pendleton,38.6957,-84.3602
KY097,Bracken,Bracken,38.6888,-84.0901
KY098,Robertson,Robertson,38.5188,-84.0521
KY099,Mason,Mason,38.5952,-83.824
KY100,Lewis,Lewis,38.5317,-83.3781
KY101,Greenup,Greenup,38.5456,-82.9223
KY102,Carter,Carter,38.3181,-83.0495
KY103,Boyd,Boyd,38.3596,-82.6877
KY104,Elliott,Elliott,38.1179,-83.0976
KY105,Lawrence,Lawrence,38.0679,-82.7347
KY106,Morgan,Morgan,37.9223,-83.2589
KY107,Johnson,Johnson,37.8467,-82.8314
KY108,Wolfe,Wolfe,37.7393,-83.4931
KY109,Magoffin,Magoffin,37.7066,-83.0648
KY110,Floyd,Floyd,37.5572,-82.7457
KY111,Lee,Lee,37.5947,-83.7163
KY112,Breathitt,Breathitt,37.5216,-83.3241
KY113,Knott,Knott,37.354,-82.954
KY114,Owsley,Owsley,37.4193,-83.6832
KY115,Perry,Perry,37.2443,-83.2215
KY116,Clay,Clay,37.1598,-83.7146
KY117,Leslie,Leslie,37.0941,-83.3811
KY118,Letcher,Letcher,37.1212,-82.8553
KY119,Martin,Martin,37.8016,-82.5132
KY120,Pike,Pike,37.469,-82.3958
LA001,Caddo,Caddo,32.5797,-93.8821
LA002,Bossier,Bossier,32.6794,-93.6052
LA003,Webster,Webster,32.7135,-93.335
LA004,Claiborne,Claiborne,32.8226,-92.9957
LA005,Lincoln,Lincoln,32.6016,-92.6647
LA006,Union,Union,32.8319,-92.3748
LA007,Morehouse,Morehouse,32.8205,-91.8017
LA008,West Carroll,West Carroll,32.7885,-91.4567
LA009,East Carroll,East Carroll,32.7326,-91.2351
LA010,De Soto,De Soto,32.0554,-93.7373
LA011,Red River,Red River,32.0933,-93.34
LA012,Bienville,Bienville,32.3472,-93.056
LA013,Jackson,Jackson,32.302,-92.5577
LA014,Ouachita,Ouachita,32.4785,-92.1545
LA015,Richland,Richland,32.4177,-91.7636
LA016,Madison,Madison,32.3643,-91.2427
LA017,Sabine,Sabine,31.564,-93.5547
LA018,Natchitoches,Natchitoches,31.7236,-93.0963
LA019,Winn,Winn,31.9442,-92.6368
LA020,Grant,Grant,31.5997,-92.5594
LA021,Caldwell,Caldwell,32.0922,-92.1167
LA022,La Salle,La Salle,31.6767,-92.1604
LA023,Franklin,Franklin,32.1332,-91.6738
LA024,Catahoula,Catahoula,31.6661,-91.8471
LA025,Tensas,Tensas,32.0017,-91.34
LA026,Concordia,Concordia,31.4458,-91.6397
LA027,Vernon,Vernon,31.1083,-93.1842
LA028,Rapides,Rapides,31.1986,-92.5332
LA029,Avoyelles,Avoyelles,31.0762,-92.0013
LA030,Beauregard,Beauregard,30.6485,-93.3434
LA031,Allen,Allen,30.6528,-92.8279
LA032,Evangeline,Evangeline,30.729,-92.4059
LA033,St. Landry,St. Landry,30.5989,-92.0058
LA034,Pointe Coupee,Pointe Coupee,30.7097,-91.6009
LA035,West Feliciana,West Feliciana,30.8798,-91.42
LA036,East Feliciana,East Feliciana,30.8451,-91.0455
LA037,St. Helena,St. Helena,30.822,-90.7103
LA039,Washington,Washington,30.8534,-90.0405
LA040,St. Tammany,St. Tammany,30.4481,-89.9401
LA041,Calcasieu,Calcasieu,30.2292,-93.3579
LA042,Jefferson Davis,Jefferson Davis,30.2669,-92.8138
LA043,Acadia,Acadia,30.2906,-92.412
LA044,Lafayette,Lafayette,30.2063,-92.0639
LA045,Upper St. Martin,St. Martin,30.2282,-91.7267
LA046,Iberville,Iberville,30.2585,-91.3494
LA047,West Baton Rouge,West Baton Rouge,30.4634,-91.3134
LA048,East Baton Rouge,East Baton Rouge,30.5383,-91.0957
LA049,Ascension,Ascension,30.2035,-90.9113
LA050,Livingston,Livingston,30.4507,-90.7393
LA052,Vermilion,Vermilion,29.8496,-92.3146
LA053,Iberia,Iberia,29.8941,-91.7307
LA054,St. Mary,St. Mary,29.7128,-91.4363
LA055,Lower St. Martin,St. Martin,29.8466,-91.2705
LA056,Assumption,Assumption,29.9006,-91.0626
LA057,St. James,St. James,30.0263,-90.7962
LA058,St. John The Baptist,St. John The Baptist,30.0792,-90.5462
LA059,Upper Lafourche,Lafourche,29.7251,-90.5707
LA060,St. Charles,St. Charles,29.8836,-90.363
LA061,Upper Jefferson,Jefferson,29.8206,-90.142
LA062,Orleans,Orleans,30.0385,-89.9036
LA063,Upper Plaquemines,Plaquemines,29.7812,-89.9757
LA064,Upper St. Bernard,St. Bernard,29.913,-89.874
LA065,Upper Terrebonne,Terrebonne,29.639,-90.8383
LA066,Lower Terrebonne,Terrebonne,29.3727,-90.8628
LA067,Lower Lafourche,Lafourche,29.3739,-90.2534
LA068,Lower Jefferson,Jefferson,29.5064,-90.0566
LA070,Lower St. Bernard,St. Bernard,29.8488,-89.5466
LA071,Northern Tangipahoa,Tangipahoa,30.8274,-90.4379
LA072,Southern Tangipahoa,Tangipahoa,30.5051,-90.3917
LA073,West Cameron,Cameron,29.8677,-93.146
LA074,East Cameron,Cameron,29.8677,-93.14602
MA001,Northern Berkshire,Berkshire,42.56,-73.1518
MA002,Western Franklin,Franklin,42.6171,-72.7907
MA003,Eastern Franklin,Franklin,42.5591,-72.4514
MA004,Northern Worcester,Worcester,42.4539,-71.9778
MA005,Central Middlesex County,Middlesex,42.4633,-71.3797
MA006,Western Essex,Essex,42.7153,-71.0659
MA007,Eastern Essex,Essex,42.6372,-70.8674
MA008,Western Hampshire,Hampshire,42.3891,-72.8687
MA009,Western Hampden,Hampden,42.1675,-72.9334
MA010,Eastern Hampshire,Hampshire,42.3044,-72.5146
MA011,Eastern Hampden,Hampden,42.1202,-72.493
MA012,Southern Worcester,Worcester,42.1513,-71.7709
MA013,Western Norfolk,Norfolk,42.1423,-71.2658
MA014,Southeast Middlesex,Middlesex,42.4193,-71.157
MA015,Suffolk,Suffolk,42.3308,-71.0826
MA016,Eastern Norfolk,Norfolk,42.2217,-71.0093
MA017,Northern Bristol,Bristol,41.9171,-71.1849
MA018,Western Plymouth,Plymouth,41.9679,-70.8932
MA019,Eastern Plymouth,Plymouth,42.0271,-70.7171
MA020,Southern Bristol,Bristol,41.6746,-71.0384
MA021,Southern Plymouth,Plymouth,41.7415,-70.7761
MA022,Barnstable,Barnstable,41.7262,-70.2986
MA023,Dukes,Dukes,41.3966,-70.6561
MA024,Nantucket,Nantucket,41.2781,-70.0744
MA025,Southern Berkshire,Berkshire,42.2158,-73.2511
MA026,Northwest Middlesex County,Middlesex,42.6386,-71.6598
MD001,Garrett,Garrett,39.5286,-79.2739
MD003,Washington,Washington,39.6037,-77.8142
MD004,Frederick,Frederick,39.4722,-77.3981
MD005,Carroll,Carroll,39.5631,-77.0227
MD006,Northern Baltimore,Baltimore,39.5444,-76.6677
MD007,Harford,Harford,39.6395,-76.1605
MD008,Cecil,Cecil,39.5749,-75.9384
MD009,Montgomery,Montgomery,39.1363,-77.2041
MD010,Howard,Howard,39.251,-76.9315
MD011,Southern Baltimore,Baltimore City,39.3312,-76.6096
MD012,Kent,Kent,39.2574,-76.0362
MD013,Prince Georges,Prince Georges,38.8313,-76.8436
MD014,Anne Arundel,Anne Arundel,38.933,-76.528
MD015,Queen Anne's,Queen Anne's,39.0705,-76.0196
MD016,Charles,Charles,38.3923,-76.9809
MD017,St. Marys,St. Marys,38.3046,-76.6081
MD018,Calvert,COUNTYNAME,38.5513,-76.5696
MD019,Talbot,Talbot,38.7739,-76.0928
MD020,Caroline,Caroline,38.8717,-75.8317
MD021,Dorchester,Dorchester,38.4799,-76.008
MD022,Wicomico,Wicomico,38.3737,-75.6193
MD023,Somerset,Somerset,38.1188,-75.7449
MD024,Inland Worcester,Worcester,38.2142,-75.3833
MD025,Maryland Beaches,Worcester,38.251,-75.1598
MD501,Extreme Western Allegany,Allegany,39.6015,-78.9284
MD502,Central and Eastern Allegany,Allegany,39.6304,-78.597
ME001,Northwest Aroostook,Aroostook,46.948,-69.1077
ME002,Northeast Aroostook,Aroostook,46.7264,-68.2182
ME003,Northern Somerset,Somerset,46.2366,-69.9716
ME004,Northern Piscataquis,Piscataquis,46.1825,-69.24
ME005,Northern Penobscot,Penobscot,45.9454,-68.6456
ME006,Southeast Aroostook,Aroostook,46.0031,-68.1173
ME007,Northern Oxford,Oxford,44.8431,-70.8789
ME008,Northern Franklin,Franklin,45.0717,-70.5249
ME009,Central Somerset,Somerset,45.48,-70.068
ME010,Central Piscataquis,Piscataquis,45.5609,-69.4281
ME011,Central Penobscot,Penobscot,45.3901,-68.4069
ME012,Southern Oxford,Oxford,44.2631,-70.6709
ME013,Southern Franklin,Franklin,44.6571,-70.1818
ME014,Southern Somerset,Somerset,44.8398,-69.6632
ME015,Southern Penobscot,Penobscot,44.9362,-68.8441
ME016,Interior Hancock,Hancock,44.851,-68.3239
ME017,Central Washington,Washington,45.0093,-67.6338
ME018,Interior York,York,43.559,-70.7784
ME019,Interior Cumberland,Cumberland,43.8955,-70.5103
ME020,Androscoggin,Androscoggin,44.1654,-70.2045
ME021,Kennebec,Kennebec,44.4093,-69.7672
ME022,Interior Waldo,Waldo,44.5406,-69.1709
ME023,Coastal York,York,43.3339,-70.6005
ME024,Coastal Cumberland,Cumberland,43.7449,-70.186
ME025,Sagadahoc,Sagadahoc,43.9705,-69.8613
ME026,Lincoln,Lincoln,44.0752,-69.5431
ME027,Knox,Knox,44.15,-69.173
ME028,Coastal Waldo,Waldo,44.349,-69.0512
ME029,Coastal Hancock,Hancock,44.4349,-68.3928
ME030,Coastal Washington,Washington,44.6796,-67.5411
ME031,Southern Piscataquis,Piscataquis,45.2475,-69.1568
ME032,Northern Washington,Washington,45.4766,-67.7419
MI001,Keweenaw,Keweenaw,47.6027,-88.422
MI002,Ontonagon,Ontonagon,46.6644,-89.315
MI003,Houghton,Houghton,47.0531,-88.6207
MI004,Baraga,Baraga,46.6626,-88.3652
MI005,Marquette,Marquette,46.4314,-87.6415
MI006,Alger,Alger,46.4099,-86.6019
MI007,Luce,Luce,46.4707,-85.5443
MI008,Chippewa,Chippewa,46.2986,-84.574
MI009,Gogebic,Gogebic,46.4089,-89.6944
MI010,Iron,Iron,46.2087,-88.5306
MI011,Dickinson,Dickinson,46.0091,-87.8704
MI012,Menominee,Menominee,45.5792,-87.5573
MI013,Delta,Delta,45.9197,-86.9244
MI014,Southern Schoolcraft,Schoolcraft,46.052,-86.1917
MI015,Mackinac,Mackinac,46.0812,-85.0921
MI016,Emmet,Emmet,45.5205,-84.8905
MI017,Cheboygan,Cheboygan,45.4468,-84.4999
MI018,Presque Isle,Presque Isle,45.3396,-83.9159
MI019,Charlevoix,Charlevoix,45.302,-85.1283
MI020,Leelanau,Leelanau,44.9367,-85.8123
MI021,Antrim,Antrim,45.0003,-85.1377
MI022,Otsego,Otsego,45.0214,-84.5988
MI023,Montmorency,Montmorency,45.0275,-84.1273
MI024,Alpena,Alpena,45.0347,-83.6285
MI025,Benzie,Benzie,44.6395,-86.0158
MI026,Grand Traverse,Grand Traverse,44.6709,-85.559
MI027,Kalkaska,Kalkaska,44.6846,-85.0902
MI028,Crawford,Crawford,44.6836,-84.6103
MI029,Oscoda,Oscoda,44.6817,-84.1297
MI030,Alcona,Alcona,44.6854,-83.5938
MI031,Manistee,Manistee,44.3332,-86.0571
MI032,Wexford,Wexford,44.3384,-85.5785
MI033,Missaukee,Missaukee,44.3373,-85.0947
MI034,Roscommon,Roscommon,44.3356,-84.6116
MI035,Ogemaw,Ogemaw,44.3349,-84.1266
MI036,Iosco,Iosco,44.3559,-83.636
MI037,Mason,Mason,43.9954,-86.2497
MI038,Lake,Lake,43.99,-85.8017
